year,level,subject,paper,question,text,coleman_liau,flesch_kincaid,gunning_fog,total_tokens,positive_tokens,negative_tokens,neutral_tokens,compound_sentiment_score,intent,intent_certainty,named_entities
1924,Lower Grade,ENGLISH,1,,"Write a composition on any one of the following: Hobbies; Holyrood Palace, past or present; Adventures of a prisoner of war in escaping from Germany; Relate the story of Joseph and his Brethren.",10.06,15.0,18.05,18,2,2,14,-0.192975,reason,0.9792982339859008,"('one', 'NUMBER', 1)('Holyrood', 'LOCATION', 1)('Palace', 'LOCATION', 1)('past', 'DATE', 1)('present', 'DATE', 1)('war', 'CAUSE_OF_DEATH', 1)('Germany', 'COUNTRY', 1)('Joseph', 'PERSON', 1)('Brethren', 'RELIGION', 1)"
1924,Lower Grade,ENGLISH,1,,Read the poem THE DOG AND THE WATER-LILY and answer: ,0.5,3.7,4.0,5,0,0,5,0.0,reason,0.5853309035301208,
1924,Lower Grade,ENGLISH,1,,Re-tell the incident from the spaniel’s point of view.,8.67,4.4,8.04,5,0,0,5,0.0,reason,0.9747159481048584,
1924,Lower Grade,ENGLISH,1,,"Infer the time of year, age of the spaniel, and appearance of the Ouse.",4.92,5.2,8.46,7,0,0,7,0.0,describe,0.3639810979366302,"('year', 'DURATION', 1)"
1924,Lower Grade,ENGLISH,1,,Point out phrases describing the dog’s movements.,14.04,3.7,8.51,5,0,0,5,0.0,reason,0.6516644358634949,
1924,Lower Grade,ENGLISH,1,,"Explain the meaning of pedigree, nymphs, wanton’d, meads, intent, consid’rate, dispersing, impatient, mortify, enjoin.",20.64,13.5,17.03,12,0,1,11,-0.296,reason,0.9725672006607056,
1924,Lower Grade,ENGLISH,1,,"Write words opposite to benevolent, confident, expand, forcible, hostile, masculine, ordinary, similar, suddenly, worthless. ",17.87,17.0,22.74,13,3,2,8,0.1123599999999999,reason,0.9119245409965516,
1924,Lower Grade,ENGLISH,1,,Explain: A dog in the manger; let sleeping dogs lie; a wolf in sheep’s clothing; to keep the wolf from the door; to cast pearls before swine.,6.22,7.9,10.8,16,0,0,16,0.0,describe,0.358034998178482,
1924,Lower Grade,ENGLISH,1,,Re-arrange facts about Bengal into a paragraph.,12.36,3.7,2.8,4,0,0,4,0.0,reason,0.9613995552062988,"('Bengal', 'LOCATION', 1)"
1924,Lower Grade,ENGLISH,1,,Answer any two of: ,0.2,1.3,1.6,2,0,0,2,0.0,other,0.6127210855484009,"('two', 'NUMBER', 1)"
1924,Lower Grade,ENGLISH,1,,"Summarize The Quest of the Golden Fleece, Horatius keeping the Bridge, the Death of Balder, or King Arthur’s last Battle.",10.85,7.6,12.0,13,0,2,11,-0.4906,reason,0.6399328112602234,"('King', 'TITLE', 1)('Arthur', 'PERSON', 1)"
1924,Lower Grade,ENGLISH,1,,"Re-tell a Shakespeare scene involving a quarrel, murder, funeral speech, elopement, rehearsal, or moonlight scene.",18.09,9.1,11.33,12,0,2,10,-0.526,reason,0.8674582839012146,"('murder', 'CRIMINAL_CHARGE', 1)"
1924,Lower Grade,ENGLISH,1,,Name three stories/poems about island life and relate an incident.,13.14,6.0,8.0,7,0,0,7,0.0,argue,0.3590481281280517,"('three', 'NUMBER', 1)"
1924,Lower Grade,ENGLISH,1,,"Identify books featuring Giant Despair, Will Wimble, Wamba, Sydney Carton, or Tom Brown. Describe one character.",13.35,6.4,8.2,14,0,1,13,-0.3182,discuss,0.7561468482017517,"('Will Wimble', 'PERSON', 1)('Wamba', 'LOCATION', 1)('Sydney', 'CITY', 1)('Carton', 'LOCATION', 1)('Tom Brown', 'PERSON', 1)('one', 'NUMBER', 1)"
1924,Lower Grade,ENGLISH,1,,"Compare treatments of drowning in Lucy Gray, The Wreck of the Hesperus, and The Sands of Dee.",7.65,6.4,9.15,9,0,1,8,-0.4404,discuss,0.9972763657569884,"('Lucy Gray', 'PERSON', 1)('Dee', 'PERSON', 1)"
